label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,avg_inst_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec,cv_inst_exec
slice,256,18718118,7062,8030472,175370,14,0.24191156227594243,0.43956257106529084,0.07579170099062903,0.2047366309511017,0.07142857142857142
slice,512,15753660,3782,7650301,176106,14,0.15423627464143388,0.08613327437576379,0.23925620360333144,0.5130945850514658,0.2394466762011986
slice,1024,12540958,4213,6290638,144429,13,0.14510791664277486,0.08159047025826748,0.15350627720370572,0.18217690208178147,0.11177013890136196
slice,2048,12359127,6291,5052164,139322,15,0.11523404619515046,0.05670204380991927,0.12141837945577973,0.023044679845472392,0.30550504633038933
slice,4096,12850934,6586,4843205,121913,15,0.25727547799266404,0.11497480093883022,0.1564375749411117,0.1875587952113541,0.18826639212705187
slice,8192,12049257,7455,5426582,124700,14,0.08444295541918405,0.03773151322102016,0.05464246836749508,0.14139995945736253,0.0
div,64,12301355,4967,7085172,508058,32,0.21775833724423288,0.20702221556818348,0.12490534643126312,0.2683170861294455,0.15256338749431692
div,128,16197929,24467,6761972,657509,35,0.10924358516164803,0.5612435931528345,0.23556130955279778,0.44162518324150757,0.31513486542219377
div,256,14237941,51908,9189796,505723,29,0.2990112654671442,0.5266031549972995,0.24554733389229602,0.11632647814319441,0.2822535438576707
div,512,14507670,143731,8288574,715030,30,0.2428170605284045,0.11202289811545504,0.269142915098655,0.30646580484729974,0.0
div,1024,11995591,631606,9206344,687275,30,0.04591200173707075,0.16034001865746542,0.24341242381339723,0.3341842875520692,0.03765327842541037
div,2048,11948756,3198340,6324255,420739,29,0.014695508422337597,0.007244001483455121,0.16254955526249687,0.026940072634383687,0.20975043207924896
div,4096,11253359,10785985,6320083,454956,34,0.033639302093969446,0.00911019421124783,0.20237938798929042,0.18755122124754847,0.21860835435335343
div,8192,12192294,43122219,7232974,574706,32,0.07743960667671013,0.008660394977599177,0.12338631721806113,0.05722553971603738,0.13621559198564606
sum,64,14309355,11746,7125005,464196,22,0.232643876098917,0.7036177245677522,0.23787640943152544,0.17694274753286315,0.15724856347541402
sum,128,15601643,16822,10133525,603435,22,0.267723570927475,0.35869460672631676,0.05938390300423704,0.33768463346685795,0.44410790795710287
sum,256,16045447,110915,9453651,805415,43,0.0781346921830993,0.6434602689531929,0.17764547284219662,0.14334848617169677,1.0112937165190186
sum,512,12497030,239743,5612541,380046,16,0.14611817266482308,0.07912298072419702,0.08867280386598153,0.037903623664860706,0.09352195295828246
sum,1024,15743141,1101617,6288175,450086,25,0.40616270412606303,0.2736164245892154,0.09279106910644097,0.22063428111671896,0.41659779045053086
sum,2048,11681814,3865030,5947484,385882,20,0.1255685415892085,0.003089330854551499,0.23829920729211032,0.06353448496759931,0.1
sum,4096,11495113,15323242,5637594,377870,20,0.025821962238185347,0.023854705189626894,0.11371551695435454,0.015442786255662925,0.05
sum,8192,12223745,59727411,5334652,389849,17,0.046863699402980845,0.0008941802703254423,0.05626099921835323,0.04579002383491036,0.2552405520465789
nonzero,64,12312029,8601,7443420,549711,129,0.08850782543461957,0.32071748320340676,0.1394400439661441,0.1603408158470548,1.0964760847563226
nonzero,128,15615116,23609,8360897,511370,41,0.24968290658820075,0.41108012289880774,0.2068107963543923,0.03569750527449999,0.5513490027052348
nonzero,256,17165783,115288,7860287,684217,68,0.16799483562653905,0.6465314676824269,0.22271876377483915,0.2794779655991177,0.9253400044616585
nonzero,512,18586357,305181,7917913,713308,37,0.3375184815483866,0.7562702700997502,0.18314344212242809,0.28546770459431997,0.48977324254944116
nonzero,1024,15921650,888438,12148116,709369,30,0.36166895644747193,0.31714894765357887,0.2308271349841355,0.333945084572396,0.23155282973302724
nonzero,2048,11827759,3355377,9170912,701006,70,0.0401253556666592,0.12058563376206505,0.10056618989510513,0.2414963978167192,0.9395009922867353
nonzero,4096,12724377,11645493,8318583,664699,34,0.12156972165059053,0.2714441362798949,0.22026127909440132,0.2629011173702968,0.5611407067158504
nonzero,8192,13219213,44702484,8093342,592393,29,0.18878072712276234,0.24684267991876396,0.09213818831308926,0.18316708040431265,0.17917766974850455
pow,64,15735419,3661,10340347,693588,36,0.20336231532498703,0.4282486026581853,0.33884970766095374,0.5160107921259102,0.5047539340726209
pow,128,14390133,9291,7961271,618555,30,0.17528267444255924,0.2243208713547343,0.3914567853044689,0.2626764928554621,0.1
pow,256,15818134,27519,6882117,596880,33,0.2433330527820059,0.41441493600353413,0.16607227841005526,0.15862616111057531,0.12004312527705091
pow,512,17699141,122757,8696936,480910,35,0.2650834953560668,0.7662058144747969,0.08911024418013007,0.18187826448303104,0.08571428571428572
pow,1024,11610022,411908,5917136,449024,33,0.031571058068250196,0.152344260305102,0.17527653898066864,0.14880048407068272,0.4468627364909607
pow,2048,12445520,1833408,6955476,498069,39,0.09596964369785184,0.14395248441725225,0.20778475431630142,0.3292523233286094,0.27888953681193784
pow,4096,12454780,8900759,8231451,512239,25,0.114145492365145,0.1643004851330015,0.14985919280838825,0.1454456492059598,0.17435595774162696
pow,8192,11436090,32172908,7453181,568694,41,0.058541475011676926,0.004653678571924468,0.037516266730617955,0.11643718833291318,0.4960169133768316
sqrt,64,14121441,4722,7241139,478400,31,0.024115920506583243,0.21772484440822437,0.2009107903958596,0.14601672632848184,0.05587260669577023
sqrt,128,16437693,15826,6788750,548580,30,0.2462981354881638,0.5134694208672523,0.2083988795969606,0.29588884157997253,0.03765327842541037
sqrt,256,20195363,92814,8312764,552013,27,0.12264395117995679,0.629281526242452,0.36491170746987134,0.24577647807928713,0.12830005981991682
sqrt,512,14078222,358719,7501367,505510,33,0.10205861811594828,0.04330640764932471,0.3887885731979166,0.17897753486618884,0.13208784677395982
