label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec
transpose,512,13113382,357479,9217321,831380,0.32265053168456,0.09348359118446292,0.2811940727878439,0.3520831193703788
transpose,1024,12983421,3081606,6614248,675584,0.14626807729402436,0.027967301617813748,0.025049129455288442,0.06176850709302142
transpose,2048,13054143,17898959,8205836,684110,0.03379365280731532,0.22748156614223672,0.2115232636020309,0.05927641281852971
transpose,4096,14269145,231062400,7297879,687844,0.08848782530257548,0.033522824302516345,0.08741712062998701,0.05314430802215916
transpose,8192,13366492,974991391,12074773,804366,0.09706105108582913,0.0212473592673172,0.16785908980322517,0.14450855798725454
slice,64,12521295,121161,6356096,172174,0.12125483072554609,0.07386762349899754,0.3312164831077729,0.5696783177407991
slice,128,17352519,177263,7635337,215626,0.35866693595585025,0.2794906108115878,0.2252260103903923,0.030483765927380665
slice,256,19245630,222921,7012715,164579,0.18329087513395423,0.6083388386084272,0.3224199180258638,0.1049773744434534
slice,512,12153080,154746,4558766,114552,0.14646085382295548,0.07200505022813639,0.15203754469535788,0.19453361494962318
slice,1024,11978553,145017,6805685,143381,0.04025460755783353,0.08646913803759498,0.3902888140158951,0.13637697732246307
slice,2048,13318323,183464,5016319,115355,0.0815298772826531,0.0347049186164546,0.21940452671173447,0.1794971314296634
slice,4096,12092794,175603,5132913,131010,0.01427014243137546,0.030281545066490008,0.16260881414532485,0.22893772418364625
slice,8192,12001309,193069,5023708,129394,0.012985122552819799,0.08423777005892533,0.1606905873338514,0.17212969639647688
div,64,14244216,122115,6032464,512890,0.1543269378963124,0.09154249134032419,0.1070360472216909,0.33523793126498097
div,128,14862704,155017,6984443,627041,0.017490904698504416,0.1494032217212188,0.3427471288518994,0.5910827604649396
div,256,18487908,224678,7155440,593737,0.28433305428256966,0.13701029244312987,0.3879195051358574,0.37703517654189583
div,512,11528075,293172,6167756,466880,0.01167598173688442,0.08180018592460087,0.16138314714298535,0.17674694540715458
div,1024,12436001,769759,5676700,429879,0.06153849843301388,0.10290306208331956,0.01568993422097241,0.05759707924663751
div,2048,12192758,2900967,6533728,462094,0.026387159557141784,0.14637005198005779,0.15809308623288035,0.19746065485268266
div,4096,12781995,11625142,8023948,565554,0.04269503784737459,0.10382371756091141,0.13606996464993754,0.4658674946452664
div,8192,11482955,42976345,6648379,466748,0.014468997440416121,0.019810311138471825,0.06325718532297288,0.11654987260187231
sum,64,14796112,168455,9406572,619081,0.13173536650590079,0.29625370010184876,0.14413352522187003,0.23230098814406971
sum,128,14120547,195810,8851155,681668,0.2542293544603751,0.46535251149124385,0.22559817636024798,0.3611569879199215
sum,256,15106458,305540,8100718,711020,0.34004411206394514,0.44907713480717276,0.408249936124389,0.3677490088598153
sum,512,13373328,551407,6595879,592760,0.11296478113331838,0.2438287189539986,0.23843525772535884,0.31040990498958854
sum,1024,12940233,1071158,7910696,494193,0.19823746617193025,0.009401625201946607,0.3863962886550137,0.23410121113076274
sum,2048,13436326,4094238,5721675,471144,0.10531643975093352,0.018678237929288858,0.11616638040501093,0.3509588848325945
sum,4096,11753416,15273842,5979541,422801,0.02878394707493966,0.0023864497114623687,0.17960470209949408,0.16315280263431506
sum,8192,13196390,59553867,7142372,479198,0.09325634141664174,0.00033654055360502757,0.06453090403153865,0.12811743553870752
nonzero,64,13204157,136030,8346642,901956,0.22582248160779994,0.0986134795003537,0.2771763792341875,0.4311866372921324
nonzero,128,15396343,148255,9806221,771138,0.28520985697008017,0.16808103552921244,0.22218257379377188,0.6156384382077127
nonzero,256,18353006,234765,10366312,691364,0.09816866418131066,0.4681933204513014,0.07736777668890918,0.23717909561020015
nonzero,512,13182933,360324,8762366,756090,0.1947636636615296,0.22613876008767544,0.37682731740772957,0.581564148337803
nonzero,1024,17093098,1356083,7213285,557028,0.3911737893396361,0.7593567191223075,0.1641226608966042,0.08067072267553349
nonzero,2048,12353218,3686094,7231100,525787,0.010922768930219573,0.1712787027635465,0.18861252703859455,0.06205595932257031
nonzero,4096,13131220,13384910,7268558,741393,0.057393346125316595,0.2839241568661296,0.21139881359349894,0.3501233961961127
nonzero,8192,13882702,58717476,7504421,651686,0.14780742097923233,0.26541235657617046,0.14876974972960905,0.19388055769691787
pow,64,12201838,137025,5851430,501145,0.07849416709555904,0.11027254696566298,0.05300630960276904,0.11579056506486599
pow,128,12586082,142129,7735758,541604,0.13633395741566945,0.1538967782375047,0.010657181046546331,0.22075096032377106
pow,256,14920176,177822,6299560,535564,0.2028231188470846,0.0430774229898905,0.2427036335181202,0.36623729157529444
pow,512,17650236,390832,8168220,540353,0.23691844408117527,0.3701577698765386,0.307883360039498,0.37714256368915683
pow,1024,11932738,679198,6308221,420557,0.0569388661723262,0.07795587484048568,0.22933250719298756,0.015096780751006416
pow,2048,12285966,2314469,5809451,454193,0.05614758028739547,0.18271364545229854,0.19377338380458503,0.1688142741669342
pow,4096,12026282,8177785,6606019,460204,0.04044773973353022,0.004859853598243098,0.14956920467455337,0.13066581975494723
pow,8192,12404028,32171292,6893926,503354,0.08695638994302687,0.003683835239927342,0.194153302758263,0.16529112077956512
sqrt,64,15624628,170443,7024686,429572,0.2995325295486815,0.3912485346502248,0.09924316119383883,0.0666963022242648
