label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,avg_inst_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec,cv_inst_exec
relu,256,20829969,73884,10264692,528258,48,0.31459791239479323,0.5263768993899847,0.35895252876226114,0.3251646969022739,0.03608439182435161
relu,512,16157985,141282,8611847,494441,104,0.23990009035440746,0.024226130580885716,0.1027955432453216,0.06843100464889415,0.23719167110019657
relu,1024,13058124,577734,9092887,676880,61,0.06982845940661783,0.0004057301007862115,0.16197008851270972,0.5234885742303427,0.4259141330087403
relu,2048,11645686,2242251,9137835,542104,47,0.047642464935520844,0.09302268462391307,0.14950764718923992,0.18108657172470286,0.08538278628860663
relu,4096,11133651,9755098,8897194,564882,80,0.009438252155855082,0.13253156254900492,0.026597053271129326,0.13441805871031473,0.6716351316004844
relu,8192,11905478,35678287,9420724,547114,39,0.07581622172436572,0.1660551892643349,0.06196335070854362,0.34305827243025205,0.19081915676606273
sub,64,14347922,4438,11629855,677219,51,0.4071669280216,0.33169863512574366,0.25997962919838663,0.3436562898760815,0.07822164937407834
sub,128,20234089,16390,8565367,558983,58,0.10859131767324329,0.23365822855830995,0.04383623860269054,0.234623441362067,0.28590330966838917
sub,256,11446812,37980,9097132,505008,48,0.10687035991821277,0.07288291274074403,0.09644767747960584,0.0790638969543114,0.05206782369152241
sub,512,16125089,150574,10115538,665272,56,0.1076882365068829,0.005560743619499743,0.0441813617292584,0.3244833202323774,0.22064705098248297
sub,1024,11918387,565974,9825832,487804,50,0.04562280573188173,0.15276051387052417,0.2112195338294952,0.01822515382653886,0.04966996338993914
sub,2048,12221061,2505991,9831363,660053,48,0.05150955665194999,0.15401808056021726,0.0839728428879796,0.4520165741951188,0.042773958893139716
sub,4096,12147860,10056412,8714689,486786,86,0.10981831222514654,0.009938462613275975,0.15768623768127166,0.0388246195574562,0.7892046783873155
sub,8192,13132863,40182390,9011239,582131,93,0.015435774345073539,0.002743457511103133,0.18255847349875512,0.27006795877275475,0.9070092702539103
transpose,64,18003744,8418,13631994,1204865,102,0.27058342153194903,0.475239909969092,0.21755667966188583,0.3049639626903837,0.28532612178147543
transpose,128,16071450,21567,10909048,854281,93,0.3296502190913529,0.3169734571727405,0.09686015720911038,0.08720394921807895,0.04041927648256422
transpose,256,15396775,111969,13682500,1441236,90,0.32892876075832866,0.29600767001426537,0.1725540832946448,0.32992882498342735,0.07370842935586044
