label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec
slice,256,12657110,2649,6998776,193360,0.05659797479529074,0.15931591188972793,0.15986581950848916,0.13963699693813728
slice,512,11955555,3927,5861667,129432,0.0739189248284079,0.34975259252515783,0.28356394392150264,0.07041612152524095
slice,1024,15956376,4887,5273517,130481,0.2772828751476233,0.11089142211750413,0.41541185959802684,0.2143721346688437
slice,2048,10706621,5762,4722233,132163,0.07847957826836047,0.08071986131223802,0.1801298823812725,0.12043064996918272
slice,4096,10754960,6098,4886225,133009,0.03468285979091588,0.1417267897411414,0.17817926953912175,0.20388044473810663
div,64,17129179,4459,8569700,719376,0.12954675837992236,0.1372800517571938,0.04112804663360547,0.40237310787433417
div,128,14105688,13388,8231809,539388,0.200677394536713,0.3291952952808173,0.34029142793450884,0.15810143196179877
div,256,11544493,42481,7394840,480785,0.05307969144653842,0.10625057763188096,0.08512922102970352,0.1781447334659392
div,512,13225986,146705,6391588,522759,0.2295802655711917,0.18502715868169448,0.18581919090971685,0.20165458755484378
div,1024,11270338,576313,6205377,441180,0.036225785576619846,0.15417229853613604,0.1302737210885081,0.035361090509775005
div,2048,11008947,3013803,5783548,412928,0.01981789075553755,0.13221639041076885,0.09933732752082124,0.07231776091845805
div,4096,11350954,10772034,5837008,460317,0.13857318602215257,0.0010531313540069458,0.0548467301557165,0.22251664601052598
sum,64,13311234,6278,6740086,399515,0.09245795682730547,0.4759402974474607,0.2330868985586459,0.12780166908954
sum,128,13140255,15593,6074689,361274,0.3756389267944555,0.16715707498009727,0.31328210831942693,0.013839805576799896
sum,256,13624314,60767,9509587,496361,0.16980458382710828,0.07501979216385159,0.10686102403560077,0.262949000744814
sum,512,17825362,402460,6732251,490299,0.26935764342421714,0.279181825392198,0.17028737717811857,0.27542179137964884
sum,1024,12397263,919215,5823884,459615,0.03137100604497215,0.004458870880839671,0.17719637278709527,0.20339744440712865
